"TIME","GEO","SEX","UNIT","AGE","Value","Flag and Footnotes"
"2018","DEB1C","Insgesamt","Anzahl","Insgesamt","61.662",""
"2018","DEB1C","Männer","Anzahl","Insgesamt","30.878",""
"2018","DEB1C","Frauen","Anzahl","Insgesamt","30.784",""
"2018","DEB1D","Insgesamt","Anzahl","Insgesamt","102.938",""
"2018","DEB1D","Männer","Anzahl","Insgesamt","51.222",""
"2018","DEB1D","Frauen","Anzahl","Insgesamt","51.716",""
"2018","DEB2","Insgesamt","Anzahl","Insgesamt","529.597",""
"2018","DEB2","Männer","Anzahl","Insgesamt","263.452",""
"2018","DEB2","Frauen","Anzahl","Insgesamt","266.145",""
"2018","DEB21","Insgesamt","Anzahl","Insgesamt","110.013",""
"2018","DEB21","Männer","Anzahl","Insgesamt","54.181",""
"2018","DEB21","Frauen","Anzahl","Insgesamt","55.832",""
"2018","DEB22","Insgesamt","Anzahl","Insgesamt","112.134",""
"2018","DEB22","Männer","Anzahl","Insgesamt","55.999",""
"2018","DEB22","Frauen","Anzahl","Insgesamt","56.135",""
"2018","DEB23","Insgesamt","Anzahl","Insgesamt","98.213",""
"2018","DEB23","Männer","Anzahl","Insgesamt","49.330",""
"2018","DEB23","Frauen","Anzahl","Insgesamt","48.883",""
"2018","DEB24","Insgesamt","Anzahl","Insgesamt","60.705",""
"2018","DEB24","Männer","Anzahl","Insgesamt","30.468",""
"2018","DEB24","Frauen","Anzahl","Insgesamt","30.237",""
"2018","DEB25","Insgesamt","Anzahl","Insgesamt","148.532",""
"2018","DEB25","Männer","Anzahl","Insgesamt","73.474",""
"2018","DEB25","Frauen","Anzahl","Insgesamt","75.058",""
"2018","DEB3","Insgesamt","Anzahl","Insgesamt","2.051.027",""
"2018","DEB3","Männer","Anzahl","Insgesamt","1.010.841",""
"2018","DEB3","Frauen","Anzahl","Insgesamt","1.040.186",""
"2018","DEB31","Insgesamt","Anzahl","Insgesamt","48.417",""
"2018","DEB31","Männer","Anzahl","Insgesamt","23.382",""
"2018","DEB31","Frauen","Anzahl","Insgesamt","25.035",""
"2018","DEB32","Insgesamt","Anzahl","Insgesamt","99.684",""
"2018","DEB32","Männer","Anzahl","Insgesamt","50.307",""
"2018","DEB32","Frauen","Anzahl","Insgesamt","49.377",""
"2018","DEB33","Insgesamt","Anzahl","Insgesamt","46.292",""
"2018","DEB33","Männer","Anzahl","Insgesamt","21.878",""
"2018","DEB33","Frauen","Anzahl","Insgesamt","24.414",""
"2018","DEB34","Insgesamt","Anzahl","Insgesamt","168.497",""
"2018","DEB34","Männer","Anzahl","Insgesamt","83.893",""
"2018","DEB34","Frauen","Anzahl","Insgesamt","84.604",""
"2018","DEB35","Insgesamt","Anzahl","Insgesamt","215.110",""
"2018","DEB35","Männer","Anzahl","Insgesamt","104.564",""
"2018","DEB35","Frauen","Anzahl","Insgesamt","110.546",""
"2018","DEB36","Insgesamt","Anzahl","Insgesamt","53.353",""
"2018","DEB36","Männer","Anzahl","Insgesamt","25.997",""
"2018","DEB36","Frauen","Anzahl","Insgesamt","27.356",""
"2018","DEB37","Insgesamt","Anzahl","Insgesamt","40.632",""
"2018","DEB37","Männer","Anzahl","Insgesamt","19.909",""
"2018","DEB37","Frauen","Anzahl","Insgesamt","20.723",""
"2018","DEB38","Insgesamt","Anzahl","Insgesamt","50.931",""
"2018","DEB38","Männer","Anzahl","Insgesamt","24.759",""
"2018","DEB38","Frauen","Anzahl","Insgesamt","26.172",""
"2018","DEB39","Insgesamt","Anzahl","Insgesamt","83.081",""
"2018","DEB39","Männer","Anzahl","Insgesamt","40.870",""
"2018","DEB39","Frauen","Anzahl","Insgesamt","42.211",""
"2018","DEB3A","Insgesamt","Anzahl","Insgesamt","34.270",""
"2018","DEB3A","Männer","Anzahl","Insgesamt","16.936",""
"2018","DEB3A","Frauen","Anzahl","Insgesamt","17.334",""
"2018","DEB3B","Insgesamt","Anzahl","Insgesamt","128.519",""
"2018","DEB3B","Männer","Anzahl","Insgesamt","64.079",""
"2018","DEB3B","Frauen","Anzahl","Insgesamt","64.440",""
"2018","DEB3C","Insgesamt","Anzahl","Insgesamt","132.739",""
"2018","DEB3C","Männer","Anzahl","Insgesamt","64.944",""
"2018","DEB3C","Frauen","Anzahl","Insgesamt","67.795",""
"2018","DEB3D","Insgesamt","Anzahl","Insgesamt","75.102",""
"2018","DEB3D","Männer","Anzahl","Insgesamt","37.216",""
"2018","DEB3D","Frauen","Anzahl","Insgesamt","37.886",""
"2018","DEB3E","Insgesamt","Anzahl","Insgesamt","128.477",""
"2018","DEB3E","Männer","Anzahl","Insgesamt","64.067",""
"2018","DEB3E","Frauen","Anzahl","Insgesamt","64.410",""
"2018","DEB3F","Insgesamt","Anzahl","Insgesamt","105.649",""
"2018","DEB3F","Männer","Anzahl","Insgesamt","52.021",""
"2018","DEB3F","Frauen","Anzahl","Insgesamt","53.628",""
"2018","DEB3G","Insgesamt","Anzahl","Insgesamt","70.764",""
"2018","DEB3G","Männer","Anzahl","Insgesamt","35.177",""
"2018","DEB3G","Frauen","Anzahl","Insgesamt","35.587",""
"2018","DEB3H","Insgesamt","Anzahl","Insgesamt","110.622",""
"2018","DEB3H","Männer","Anzahl","Insgesamt","54.565",""
"2018","DEB3H","Frauen","Anzahl","Insgesamt","56.057",""
"2018","DEB3I","Insgesamt","Anzahl","Insgesamt","153.629",""
"2018","DEB3I","Männer","Anzahl","Insgesamt","75.692",""
"2018","DEB3I","Frauen","Anzahl","Insgesamt","77.937",""
"2018","DEB3J","Insgesamt","Anzahl","Insgesamt","209.785",""
"2018","DEB3J","Männer","Anzahl","Insgesamt","103.441",""
"2018","DEB3J","Frauen","Anzahl","Insgesamt","106.344",""
"2018","DEB3K","Insgesamt","Anzahl","Insgesamt","95.474",""
"2018","DEB3K","Männer","Anzahl","Insgesamt","47.144",""
"2018","DEB3K","Frauen","Anzahl","Insgesamt","48.330",""
"2018","DEC","Insgesamt","Anzahl","Insgesamt","994.187",""
"2018","DEC","Männer","Anzahl","Insgesamt","487.895",""
"2018","DEC","Frauen","Anzahl","Insgesamt","506.292",""
"2018","DEC0","Insgesamt","Anzahl","Insgesamt","994.187",""
"2018","DEC0","Männer","Anzahl","Insgesamt","487.895",""
"2018","DEC0","Frauen","Anzahl","Insgesamt","506.292",""
"2018","DEC01","Insgesamt","Anzahl","Insgesamt","330.150",""
"2018","DEC01","Männer","Anzahl","Insgesamt","162.107",""
"2018","DEC01","Frauen","Anzahl","Insgesamt","168.043",""
"2018","DEC02","Insgesamt","Anzahl","Insgesamt","103.656",""
"2018","DEC02","Männer","Anzahl","Insgesamt","51.207",""
"2018","DEC02","Frauen","Anzahl","Insgesamt","52.449",""
"2018","DEC03","Insgesamt","Anzahl","Insgesamt","133.297",""
"2018","DEC03","Männer","Anzahl","Insgesamt","65.487",""
"2018","DEC03","Frauen","Anzahl","Insgesamt","67.810",""
"2018","DEC04","Insgesamt","Anzahl","Insgesamt","195.815",""
"2018","DEC04","Männer","Anzahl","Insgesamt","95.872",""
"2018","DEC04","Frauen","Anzahl","Insgesamt","99.943",""
"2018","DEC05","Insgesamt","Anzahl","Insgesamt","143.402",""
"2018","DEC05","Männer","Anzahl","Insgesamt","69.768",""
"2018","DEC05","Frauen","Anzahl","Insgesamt","73.634",""
"2018","DEC06","Insgesamt","Anzahl","Insgesamt","87.867",""
"2018","DEC06","Männer","Anzahl","Insgesamt","43.454",""
"2018","DEC06","Frauen","Anzahl","Insgesamt","44.413",""
"2018","DED","Insgesamt","Anzahl","Insgesamt","4.081.308",""
"2018","DED","Männer","Anzahl","Insgesamt","2.010.214",""
"2018","DED","Frauen","Anzahl","Insgesamt","2.071.094",""
"2018","DED2","Insgesamt","Anzahl","Insgesamt","1.598.573",""
"2018","DED2","Männer","Anzahl","Insgesamt","790.350",""
"2018","DED2","Frauen","Anzahl","Insgesamt","808.223",""
"2018","DED21","Insgesamt","Anzahl","Insgesamt","551.072",""
"2018","DED21","Männer","Anzahl","Insgesamt","274.513",""
"2018","DED21","Frauen","Anzahl","Insgesamt","276.559",""
"2018","DED2C","Insgesamt","Anzahl","Insgesamt","302.634",""
"2018","DED2C","Männer","Anzahl","Insgesamt","149.377",""
"2018","DED2C","Frauen","Anzahl","Insgesamt","153.257",""
"2018","DED2D","Insgesamt","Anzahl","Insgesamt","256.587",""
"2018","DED2D","Männer","Anzahl","Insgesamt","125.660",""
"2018","DED2D","Frauen","Anzahl","Insgesamt","130.927",""
"2018","DED2E","Insgesamt","Anzahl","Insgesamt","242.862",""
"2018","DED2E","Männer","Anzahl","Insgesamt","119.693",""
"2018","DED2E","Frauen","Anzahl","Insgesamt","123.169",""
"2018","DED2F","Insgesamt","Anzahl","Insgesamt","245.418",""
"2018","DED2F","Männer","Anzahl","Insgesamt","121.107",""
"2018","DED2F","Frauen","Anzahl","Insgesamt","124.311",""
"2018","DED4","Insgesamt","Anzahl","Insgesamt","1.444.953",""
"2018","DED4","Männer","Anzahl","Insgesamt","709.269",""
"2018","DED4","Frauen","Anzahl","Insgesamt","735.684",""
"2018","DED41","Insgesamt","Anzahl","Insgesamt","246.855",""
"2018","DED41","Männer","Anzahl","Insgesamt","121.771",""
"2018","DED41","Frauen","Anzahl","Insgesamt","125.084",""
"2018","DED42","Insgesamt","Anzahl","Insgesamt","340.373",""
"2018","DED42","Männer","Anzahl","Insgesamt","166.510",""
"2018","DED42","Frauen","Anzahl","Insgesamt","173.863",""
"2018","DED43","Insgesamt","Anzahl","Insgesamt","308.153",""
"2018","DED43","Männer","Anzahl","Insgesamt","153.154",""
"2018","DED43","Frauen","Anzahl","Insgesamt","154.999",""
"2018","DED44","Insgesamt","Anzahl","Insgesamt","229.584",""
"2018","DED44","Männer","Anzahl","Insgesamt","111.835",""
"2018","DED44","Frauen","Anzahl","Insgesamt","117.749",""
"2018","DED45","Insgesamt","Anzahl","Insgesamt","319.988",""
"2018","DED45","Männer","Anzahl","Insgesamt","155.999",""
"2018","DED45","Frauen","Anzahl","Insgesamt","163.989",""
"2018","DED5","Insgesamt","Anzahl","Insgesamt","1.037.782",""
"2018","DED5","Männer","Anzahl","Insgesamt","510.595",""
"2018","DED5","Frauen","Anzahl","Insgesamt","527.187",""
"2018","DED51","Insgesamt","Anzahl","Insgesamt","581.980",""
"2018","DED51","Männer","Anzahl","Insgesamt","285.777",""
"2018","DED51","Frauen","Anzahl","Insgesamt","296.203",""
"2018","DED52","Insgesamt","Anzahl","Insgesamt","258.008",""
"2018","DED52","Männer","Anzahl","Insgesamt","126.530",""
"2018","DED52","Frauen","Anzahl","Insgesamt","131.478",""
"2018","DED53","Insgesamt","Anzahl","Insgesamt","197.794",""
"2018","DED53","Männer","Anzahl","Insgesamt","98.288",""
"2018","DED53","Frauen","Anzahl","Insgesamt","99.506",""
"2018","DEE","Insgesamt","Anzahl","Insgesamt","2.223.081",""
"2018","DEE","Männer","Anzahl","Insgesamt","1.094.876",""
"2018","DEE","Frauen","Anzahl","Insgesamt","1.128.205",""
"2018","DEE0","Insgesamt","Anzahl","Insgesamt","2.223.081",""
"2018","DEE0","Männer","Anzahl","Insgesamt","1.094.876",""
"2018","DEE0","Frauen","Anzahl","Insgesamt","1.128.205",""
"2018","DEE01","Insgesamt","Anzahl","Insgesamt","82.111",""
"2018","DEE01","Männer","Anzahl","Insgesamt","39.933",""
"2018","DEE01","Frauen","Anzahl","Insgesamt","42.178",""
"2018","DEE02","Insgesamt","Anzahl","Insgesamt","239.173",""
"2018","DEE02","Männer","Anzahl","Insgesamt","115.771",""
"2018","DEE02","Frauen","Anzahl","Insgesamt","123.402",""
"2018","DEE03","Insgesamt","Anzahl","Insgesamt","238.478",""
"2018","DEE03","Männer","Anzahl","Insgesamt","117.677",""
"2018","DEE03","Frauen","Anzahl","Insgesamt","120.801",""
"2018","DEE04","Insgesamt","Anzahl","Insgesamt","84.457",""
"2018","DEE04","Männer","Anzahl","Insgesamt","42.152",""
"2018","DEE04","Frauen","Anzahl","Insgesamt","42.305",""
"2018","DEE05","Insgesamt","Anzahl","Insgesamt","161.264",""
"2018","DEE05","Männer","Anzahl","Insgesamt","79.166",""
"2018","DEE05","Frauen","Anzahl","Insgesamt","82.098",""
"2018","DEE06","Insgesamt","Anzahl","Insgesamt","90.465",""
"2018","DEE06","Männer","Anzahl","Insgesamt","45.071",""
"2018","DEE06","Frauen","Anzahl","Insgesamt","45.394",""
"2018","DEE07","Insgesamt","Anzahl","Insgesamt","172.619",""
"2018","DEE07","Männer","Anzahl","Insgesamt","86.111",""
"2018","DEE07","Frauen","Anzahl","Insgesamt","86.508",""
"2018","DEE08","Insgesamt","Anzahl","Insgesamt","181.968",""
"2018","DEE08","Männer","Anzahl","Insgesamt","90.410",""
"2018","DEE08","Frauen","Anzahl","Insgesamt","91.558",""
"2018","DEE09","Insgesamt","Anzahl","Insgesamt","216.299",""
"2018","DEE09","Männer","Anzahl","Insgesamt","106.135",""
"2018","DEE09","Frauen","Anzahl","Insgesamt","110.164",""
"2018","DEE0A","Insgesamt","Anzahl","Insgesamt","138.013",""
"2018","DEE0A","Männer","Anzahl","Insgesamt","67.923",""
"2018","DEE0A","Frauen","Anzahl","Insgesamt","70.090",""
"2018","DEE0B","Insgesamt","Anzahl","Insgesamt","185.494",""
"2018","DEE0B","Männer","Anzahl","Insgesamt","91.867",""
"2018","DEE0B","Frauen","Anzahl","Insgesamt","93.627",""
"2018","DEE0C","Insgesamt","Anzahl","Insgesamt","192.739",""
"2018","DEE0C","Männer","Anzahl","Insgesamt","94.262",""
"2018","DEE0C","Frauen","Anzahl","Insgesamt","98.477",""
"2018","DEE0D","Insgesamt","Anzahl","Insgesamt","113.186",""
"2018","DEE0D","Männer","Anzahl","Insgesamt","55.930",""
"2018","DEE0D","Frauen","Anzahl","Insgesamt","57.256",""
"2018","DEE0E","Insgesamt","Anzahl","Insgesamt","126.815",""
"2018","DEE0E","Männer","Anzahl","Insgesamt","62.468",""
"2018","DEE0E","Frauen","Anzahl","Insgesamt","64.347",""
"2018","DEF","Insgesamt","Anzahl","Insgesamt","2.889.821",""
"2018","DEF","Männer","Anzahl","Insgesamt","1.416.535",""
"2018","DEF","Frauen","Anzahl","Insgesamt","1.473.286",""
"2018","DEF0","Insgesamt","Anzahl","Insgesamt","2.889.821",""
"2018","DEF0","Männer","Anzahl","Insgesamt","1.416.535",""
"2018","DEF0","Frauen","Anzahl","Insgesamt","1.473.286",""
"2018","DEF01","Insgesamt","Anzahl","Insgesamt","88.519",""
"2018","DEF01","Männer","Anzahl","Insgesamt","44.086",""
"2018","DEF01","Frauen","Anzahl","Insgesamt","44.433",""
"2018","DEF02","Insgesamt","Anzahl","Insgesamt","247.943",""
"2018","DEF02","Männer","Anzahl","Insgesamt","120.809",""
"2018","DEF02","Frauen","Anzahl","Insgesamt","127.134",""
"2018","DEF03","Insgesamt","Anzahl","Insgesamt","216.318",""
"2018","DEF03","Männer","Anzahl","Insgesamt","103.884",""
"2018","DEF03","Frauen","Anzahl","Insgesamt","112.434",""
"2018","DEF04","Insgesamt","Anzahl","Insgesamt","79.335",""
"2018","DEF04","Männer","Anzahl","Insgesamt","39.190",""
"2018","DEF04","Frauen","Anzahl","Insgesamt","40.145",""
"2018","DEF05","Insgesamt","Anzahl","Insgesamt","133.447",""
"2018","DEF05","Männer","Anzahl","Insgesamt","65.911",""
"2018","DEF05","Frauen","Anzahl","Insgesamt","67.536",""
"2018","DEF06","Insgesamt","Anzahl","Insgesamt","196.074",""
"2018","DEF06","Männer","Anzahl","Insgesamt","96.281",""
"2018","DEF06","Frauen","Anzahl","Insgesamt","99.793",""
"2018","DEF07","Insgesamt","Anzahl","Insgesamt","165.462",""
"2018","DEF07","Männer","Anzahl","Insgesamt","81.108",""
"2018","DEF07","Frauen","Anzahl","Insgesamt","84.354",""
"2018","DEF08","Insgesamt","Anzahl","Insgesamt","200.584",""
"2018","DEF08","Männer","Anzahl","Insgesamt","96.850",""
"2018","DEF08","Frauen","Anzahl","Insgesamt","103.734",""
"2018","DEF09","Insgesamt","Anzahl","Insgesamt","312.662",""
"2018","DEF09","Männer","Anzahl","Insgesamt","153.401",""
"2018","DEF09","Frauen","Anzahl","Insgesamt","159.261",""
"2018","DEF0A","Insgesamt","Anzahl","Insgesamt","128.842",""
"2018","DEF0A","Männer","Anzahl","Insgesamt","62.670",""
"2018","DEF0A","Frauen","Anzahl","Insgesamt","66.172",""
"2018","DEF0B","Insgesamt","Anzahl","Insgesamt","273.022",""
"2018","DEF0B","Männer","Anzahl","Insgesamt","134.407",""
"2018","DEF0B","Frauen","Anzahl","Insgesamt","138.615",""
"2018","DEF0C","Insgesamt","Anzahl","Insgesamt","199.503",""
"2018","DEF0C","Männer","Anzahl","Insgesamt","98.846",""
"2018","DEF0C","Frauen","Anzahl","Insgesamt","100.657",""
"2018","DEF0D","Insgesamt","Anzahl","Insgesamt","274.025",""
"2018","DEF0D","Männer","Anzahl","Insgesamt","135.470",""
"2018","DEF0D","Frauen","Anzahl","Insgesamt","138.555",""
"2018","DEF0E","Insgesamt","Anzahl","Insgesamt","131.613",""
"2018","DEF0E","Männer","Anzahl","Insgesamt","65.054",""
"2018","DEF0E","Frauen","Anzahl","Insgesamt","66.559",""
"2018","DEF0F","Insgesamt","Anzahl","Insgesamt","242.472",""
"2018","DEF0F","Männer","Anzahl","Insgesamt","118.568",""
"2018","DEF0F","Frauen","Anzahl","Insgesamt","123.904",""
"2018","DEG","Insgesamt","Anzahl","Insgesamt","2.151.205",""
"2018","DEG","Männer","Anzahl","Insgesamt","1.065.004",""
"2018","DEG","Frauen","Anzahl","Insgesamt","1.086.201",""
"2018","DEG0","Insgesamt","Anzahl","Insgesamt","2.151.205",""
"2018","DEG0","Männer","Anzahl","Insgesamt","1.065.004",""
"2018","DEG0","Frauen","Anzahl","Insgesamt","1.086.201",""
"2018","DEG01","Insgesamt","Anzahl","Insgesamt","212.988",""
"2018","DEG01","Männer","Anzahl","Insgesamt","103.683",""
"2018","DEG01","Frauen","Anzahl","Insgesamt","109.305",""
"2018","DEG02","Insgesamt","Anzahl","Insgesamt","94.859",""
"2018","DEG02","Männer","Anzahl","Insgesamt","45.890",""
"2018","DEG02","Frauen","Anzahl","Insgesamt","48.969",""
"2018","DEG03","Insgesamt","Anzahl","Insgesamt","111.099",""
"2018","DEG03","Männer","Anzahl","Insgesamt","55.472",""
"2018","DEG03","Frauen","Anzahl","Insgesamt","55.627",""
"2018","DEG04","Insgesamt","Anzahl","Insgesamt","35.166",""
"2018","DEG04","Männer","Anzahl","Insgesamt","17.131",""
"2018","DEG04","Frauen","Anzahl","Insgesamt","18.035",""
"2018","DEG05","Insgesamt","Anzahl","Insgesamt","64.426",""
"2018","DEG05","Männer","Anzahl","Insgesamt","31.231",""
"2018","DEG05","Frauen","Anzahl","Insgesamt","33.195",""
"2018","DEG06","Insgesamt","Anzahl","Insgesamt","100.645",""
"2018","DEG06","Männer","Anzahl","Insgesamt","50.582",""
"2018","DEG06","Frauen","Anzahl","Insgesamt","50.063",""
"2018","DEG07","Insgesamt","Anzahl","Insgesamt","84.697",""
"2018","DEG07","Männer","Anzahl","Insgesamt","41.963",""
"2018","DEG07","Frauen","Anzahl","Insgesamt","42.734",""
"2018","DEG09","Insgesamt","Anzahl","Insgesamt","103.504",""
"2018","DEG09","Männer","Anzahl","Insgesamt","51.373",""
"2018","DEG09","Frauen","Anzahl","Insgesamt","52.131",""
"2018","DEG0A","Insgesamt","Anzahl","Insgesamt","75.818",""
"2018","DEG0A","Männer","Anzahl","Insgesamt","37.707",""
"2018","DEG0A","Frauen","Anzahl","Insgesamt","38.111",""
"2018","DEG0B","Insgesamt","Anzahl","Insgesamt","122.952",""
"2018","DEG0B","Männer","Anzahl","Insgesamt","61.444",""
"2018","DEG0B","Frauen","Anzahl","Insgesamt","61.508",""
"2018","DEG0C","Insgesamt","Anzahl","Insgesamt","135.521",""
"2018","DEG0C","Männer","Anzahl","Insgesamt","67.505",""
"2018","DEG0C","Frauen","Anzahl","Insgesamt","68.016",""
"2018","DEG0D","Insgesamt","Anzahl","Insgesamt","70.027",""
"2018","DEG0D","Männer","Anzahl","Insgesamt","35.002",""
"2018","DEG0D","Frauen","Anzahl","Insgesamt","35.025",""
"2018","DEG0E","Insgesamt","Anzahl","Insgesamt","63.923",""
"2018","DEG0E","Männer","Anzahl","Insgesamt","31.974",""
"2018","DEG0E","Frauen","Anzahl","Insgesamt","31.949",""
"2018","DEG0F","Insgesamt","Anzahl","Insgesamt","108.830",""
"2018","DEG0F","Männer","Anzahl","Insgesamt","54.698",""
"2018","DEG0F","Frauen","Anzahl","Insgesamt","54.132",""
"2018","DEG0G","Insgesamt","Anzahl","Insgesamt","82.131",""
"2018","DEG0G","Männer","Anzahl","Insgesamt","40.769",""
"2018","DEG0G","Frauen","Anzahl","Insgesamt","41.362",""
"2018","DEG0H","Insgesamt","Anzahl","Insgesamt","56.361",""
"2018","DEG0H","Männer","Anzahl","Insgesamt","27.726",""
"2018","DEG0H","Frauen","Anzahl","Insgesamt","28.635",""
"2018","DEG0I","Insgesamt","Anzahl","Insgesamt","107.368",""
"2018","DEG0I","Männer","Anzahl","Insgesamt","52.876",""
"2018","DEG0I","Frauen","Anzahl","Insgesamt","54.492",""
"2018","DEG0J","Insgesamt","Anzahl","Insgesamt","82.990",""
"2018","DEG0J","Männer","Anzahl","Insgesamt","41.320",""
"2018","DEG0J","Frauen","Anzahl","Insgesamt","41.670",""
"2018","DEG0K","Insgesamt","Anzahl","Insgesamt","81.501",""
"2018","DEG0K","Männer","Anzahl","Insgesamt","40.376",""
"2018","DEG0K","Frauen","Anzahl","Insgesamt","41.125",""
"2018","DEG0L","Insgesamt","Anzahl","Insgesamt","99.275",""
"2018","DEG0L","Männer","Anzahl","Insgesamt","48.901",""
"2018","DEG0L","Frauen","Anzahl","Insgesamt","50.374",""
"2018","DEG0M","Insgesamt","Anzahl","Insgesamt","90.650",""
"2018","DEG0M","Männer","Anzahl","Insgesamt","44.396",""
"2018","DEG0M","Frauen","Anzahl","Insgesamt","46.254",""
"2018","DEG0N","Insgesamt","Anzahl","Insgesamt","42.710",""
"2018","DEG0N","Männer","Anzahl","Insgesamt","21.060",""
"2018","DEG0N","Frauen","Anzahl","Insgesamt","21.650",""
"2018","DEG0P","Insgesamt","Anzahl","Insgesamt","123.764",""
"2018","DEG0P","Männer","Anzahl","Insgesamt","61.925",""
"2018","DEG0P","Frauen","Anzahl","Insgesamt","61.839",""
"2018","EE","Insgesamt","Anzahl","Insgesamt","1.319.133",""
"2018","EE","Männer","Anzahl","Insgesamt","621.084",""
"2018","EE","Frauen","Anzahl","Insgesamt","698.049",""
"2018","EE0","Insgesamt","Anzahl","Insgesamt","1.319.133",""
"2018","EE0","Männer","Anzahl","Insgesamt","621.084",""
"2018","EE0","Frauen","Anzahl","Insgesamt","698.049",""
"2018","EE00","Insgesamt","Anzahl","Insgesamt","1.319.133",""
"2018","EE00","Männer","Anzahl","Insgesamt","621.084",""
"2018","EE00","Frauen","Anzahl","Insgesamt","698.049",""
"2018","EE001","Insgesamt","Anzahl","Insgesamt","590.981",""
"2018","EE001","Männer","Anzahl","Insgesamt","273.445",""
"2018","EE001","Frauen","Anzahl","Insgesamt","317.536",""
"2018","EE004","Insgesamt","Anzahl","Insgesamt","149.020",""
"2018","EE004","Männer","Anzahl","Insgesamt","71.690",""
"2018","EE004","Frauen","Anzahl","Insgesamt","77.330",""
"2018","EE006","Insgesamt","Anzahl","Insgesamt","123.751",""
"2018","EE006","Männer","Anzahl","Insgesamt","60.326",""
"2018","EE006","Frauen","Anzahl","Insgesamt","63.425",""
"2018","EE007","Insgesamt","Anzahl","Insgesamt","138.266",""
"2018","EE007","Männer","Anzahl","Insgesamt","63.668",""
"2018","EE007","Frauen","Anzahl","Insgesamt","74.598",""
"2018","EE008","Insgesamt","Anzahl","Insgesamt","317.115",""
"2018","EE008","Männer","Anzahl","Insgesamt","151.955",""
"2018","EE008","Frauen","Anzahl","Insgesamt","165.160",""
"2018","IE","Insgesamt","Anzahl","Insgesamt","4.830.392",""
"2018","IE","Männer","Anzahl","Insgesamt","2.392.223",""
"2018","IE","Frauen","Anzahl","Insgesamt","2.438.169",""
"2018","IE0","Insgesamt","Anzahl","Insgesamt","4.830.392",""
"2018","IE0","Männer","Anzahl","Insgesamt","2.392.223",""
"2018","IE0","Frauen","Anzahl","Insgesamt","2.438.169",""
"2018","IE04","Insgesamt","Anzahl","Insgesamt","856.252",""
"2018","IE04","Männer","Anzahl","Insgesamt","427.198",""
"2018","IE04","Frauen","Anzahl","Insgesamt","429.054",""
"2018","IE041","Insgesamt","Anzahl","Insgesamt","400.868",""
"2018","IE041","Männer","Anzahl","Insgesamt","200.227",""
"2018","IE041","Frauen","Anzahl","Insgesamt","200.641",""
"2018","IE042","Insgesamt","Anzahl","Insgesamt","455.384",""
"2018","IE042","Männer","Anzahl","Insgesamt","226.971",""
"2018","IE042","Frauen","Anzahl","Insgesamt","228.413",""
"2018","IE05","Insgesamt","Anzahl","Insgesamt","1.604.865",""
"2018","IE05","Männer","Anzahl","Insgesamt","797.877",""
"2018","IE05","Frauen","Anzahl","Insgesamt","806.988",""
"2018","IE051","Insgesamt","Anzahl","Insgesamt","480.408",""
"2018","IE051","Männer","Anzahl","Insgesamt","239.765",""
"2018","IE051","Frauen","Anzahl","Insgesamt","240.643",""
"2018","IE052","Insgesamt","Anzahl","Insgesamt","428.436",""
"2018","IE052","Männer","Anzahl","Insgesamt","212.878",""
"2018","IE052","Frauen","Anzahl","Insgesamt","215.558",""
"2018","IE053","Insgesamt","Anzahl","Insgesamt","696.021",""
"2018","IE053","Männer","Anzahl","Insgesamt","345.234",""
"2018","IE053","Frauen","Anzahl","Insgesamt","350.787",""
"2018","IE06","Insgesamt","Anzahl","Insgesamt","2.369.275",""
"2018","IE06","Männer","Anzahl","Insgesamt","1.167.148",""
"2018","IE06","Frauen","Anzahl","Insgesamt","1.202.127",""
"2018","IE061","Insgesamt","Anzahl","Insgesamt","1.360.963",""
"2018","IE061","Männer","Anzahl","Insgesamt","665.365",""
"2018","IE061","Frauen","Anzahl","Insgesamt","695.598",""
"2018","IE062","Insgesamt","Anzahl","Insgesamt","708.423",""
"2018","IE062","Männer","Anzahl","Insgesamt","351.539",""
"2018","IE062","Frauen","Anzahl","Insgesamt","356.884",""
"2018","IE063","Insgesamt","Anzahl","Insgesamt","299.889",""
"2018","IE063","Männer","Anzahl","Insgesamt","150.244",""
"2018","IE063","Frauen","Anzahl","Insgesamt","149.645",""
"2018","IE01","Insgesamt","Anzahl","Insgesamt",":",""
"2018","IE01","Männer","Anzahl","Insgesamt",":",""
"2018","IE01","Frauen","Anzahl","Insgesamt",":",""
"2018","IE011","Insgesamt","Anzahl","Insgesamt",":",""
"2018","IE011","Männer","Anzahl","Insgesamt",":",""
"2018","IE011","Frauen","Anzahl","Insgesamt",":",""
"2018","IE012","Insgesamt","Anzahl","Insgesamt",":",""
"2018","IE012","Männer","Anzahl","Insgesamt",":",""
"2018","IE012","Frauen","Anzahl","Insgesamt",":",""
"2018","IE013","Insgesamt","Anzahl","Insgesamt",":",""
"2018","IE013","Männer","Anzahl","Insgesamt",":",""
"2018","IE013","Frauen","Anzahl","Insgesamt",":",""
"2018","IE02","Insgesamt","Anzahl","Insgesamt",":",""
"2018","IE02","Männer","Anzahl","Insgesamt",":",""
"2018","IE02","Frauen","Anzahl","Insgesamt",":",""
"2018","IE021","Insgesamt","Anzahl","Insgesamt",":",""
"2018","IE021","Männer","Anzahl","Insgesamt",":",""
"2018","IE021","Frauen","Anzahl","Insgesamt",":",""
"2018","IE022","Insgesamt","Anzahl","Insgesamt",":",""
